a2j,beta2,net.sf.a2j,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=net.sf.a2j&a=a2j&v=beta2&e=pom, ,
a2j,2.0.4,org.jzkit,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.jzkit&a=a2j&v=2.0.4&e=pom,SCM[scm:svn:http://developer.k-int.com/svn/a2j/a2j_v2/tags/a2j_2_0_4;http://developer.k-int.com/svn/a2j/a2j_v2/],
a3,5.3.2.53,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3&v=5.3.2.53&e=pom, ,
a3-common,5.3.2.53,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-common&v=5.3.2.53&e=pom, ,
a3-rt,5.3.2.53,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-rt&v=5.3.2.53&e=pom, ,
a3,5.3.3.53,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3&v=5.3.3.53&e=pom, ,
a2j,beta2,net.sf.a2j,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=net.sf.a2j&a=a2j&v=beta2&e=pom, ,
a2j,2.0.4,org.jzkit,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.jzkit&a=a2j&v=2.0.4&e=pom,SCM[scm:svn:http://developer.k-int.com/svn/a2j/a2j_v2/tags/a2j_2_0_4;http://developer.k-int.com/svn/a2j/a2j_v2/],
a3,5.3.2.53,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3&v=5.3.2.53&e=pom, ,
a3-common,5.3.2.53,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-common&v=5.3.2.53&e=pom, ,
a3-rt,5.3.2.53,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-rt&v=5.3.2.53&e=pom, ,
a3,5.3.3.53,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3&v=5.3.3.53&e=pom, ,
a3-common,5.3.3.53,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-common&v=5.3.3.53&e=pom, ,
a3-osgi,5.3.3.53,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-osgi&v=5.3.3.53&e=pom, ,
a3-rt,5.3.3.53,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-rt&v=5.3.3.53&e=pom, ,
a3,5.4.0.54,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3&v=5.4.0.54&e=pom, ,
a3-common,5.4.0.54,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-common&v=5.4.0.54&e=pom, ,
a3-osgi,5.4.0.54,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-osgi&v=5.4.0.54&e=pom, ,
a3-rt,5.4.0.54,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-rt&v=5.4.0.54&e=pom, ,
a3,5.5.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3&v=5.5.0&e=pom, ,
a3-common,5.5.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-common&v=5.5.0&e=pom, ,
a3-osgi,5.5.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-osgi&v=5.5.0&e=pom, ,
a3-rt,5.5.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-rt&v=5.5.0&e=pom, ,
a3,5.6.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3&v=5.6.0&e=pom, ,
a3-common,5.6.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-common&v=5.6.0&e=pom, ,
a3-osgi,5.6.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-osgi&v=5.6.0&e=pom, ,
a3-rt,5.6.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-rt&v=5.6.0&e=pom, ,
a3,5.7.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3&v=5.7.0&e=pom, ,
a3-common,5.7.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-common&v=5.7.0&e=pom, ,
a3-osgi,5.7.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-osgi&v=5.7.0&e=pom, ,
a3-rt,5.7.0,org.objectweb.joram,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.objectweb.joram&a=a3-rt&v=5.7.0&e=pom, ,
aaw-bootstrap,0.0.1-SNAPSHOT,com.googlecode.aaw,ossrh-snapshot,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=ossrh-snapshot&g=com.googlecode.aaw&a=aaw-bootstrap&v=0.0.1-SNAPSHOT&e=pom,SCM[scm:hg:https://${project.name}.aaw.googlecode.com/hg/aaw-${project.name};http://code.google.com/p/aaw/source/browse/?repo=${project.name}],
aaw-xml,0.0.1-SNAPSHOT,com.googlecode.aaw,ossrh-snapshot,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=ossrh-snapshot&g=com.googlecode.aaw&a=aaw-xml&v=0.0.1-SNAPSHOT&e=pom,SCM[scm:hg:https://xml.aaw.googlecode.com/hg/aaw-${project.name};http://code.google.com/p/aaw/source/browse/?repo=${project.name}],
axis2-aar-maven-plugin,1.2,org.apache.axis2,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.axis2&a=axis2-aar-maven-plugin&v=1.2&e=pom, ,
axis2-aar-maven-plugin,1.3,org.apache.axis2,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.axis2&a=axis2-aar-maven-plugin&v=1.3&e=pom, ,
axis2-aar-maven-plugin,1.4,org.apache.axis2,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.axis2&a=axis2-aar-maven-plugin&v=1.4&e=pom, ,
axis2-aar-maven-plugin,1.4.1,org.apache.axis2,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.axis2&a=axis2-aar-maven-plugin&v=1.4.1&e=pom, ,
axis2-aar-maven-plugin,1.1,org.apache.axis2.maven2,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.axis2.maven2&a=axis2-aar-maven-plugin&v=1.1&e=pom, ,
axis2-aar-maven-plugin,1.5,org.apache.axis2,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.axis2&a=axis2-aar-maven-plugin&v=1.5&e=pom, ,
axis2-aar-maven-plugin,1.5.1,org.apache.axis2,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.axis2&a=axis2-aar-maven-plugin&v=1.5.1&e=pom, ,
abbot,0.12.3,abbot,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=abbot&a=abbot&v=0.12.3&e=pom, ,
abbot,0.13.0,abbot,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=abbot&a=abbot&v=0.13.0&e=pom, ,
abdera,0.4.0-incubating,org.apache.abdera,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.abdera&a=abdera&v=0.4.0-incubating&e=pom,SCM[scm:svn:http://svn.apache.org/repos/asf/incubator/abdera/java/tags/abdera-0.4.0-incubating;http://svn.apache.org/repos/asf/incubator/abdera/java/tags/abdera-0.4.0-incubating],
abdera-adapters-parent,0.4.0-incubating,org.apache.abdera,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.abdera&a=abdera-adapters-parent&v=0.4.0-incubating&e=pom, ,
abdera-bundle,0.4.0-incubating,org.apache.abdera,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.abdera&a=abdera-bundle&v=0.4.0-incubating&e=pom, ,
abdera-client,0.4.0-incubating,org.apache.abdera,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.abdera&a=abdera-client&v=0.4.0-incubating&e=pom, ,
abdera-core,0.4.0-incubating,org.apache.abdera,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.abdera&a=abdera-core&v=0.4.0-incubating&e=pom, ,
abdera-couchdb,0.4.0-incubating,org.apache.abdera,central-proxy,https://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=org.apache.abdera&a=abdera-couchdb&v=0.4.0-incubating&e=pom, ,
